"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"STXB","Spirit of Texas Bancshares, Inc.","22.48","$268.76M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/stxb",
"SPLK","Splunk Inc.","100.81","$14.9B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","13.35","$259.74M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","4.36","$187.21M","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/spwh",
"SBPH","Spring Bank Pharmaceuticals, Inc.","10.31","$169.43M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbph",
"FUND","Sprott Focus Trust, Inc.","5.81","$151.2M","n/a","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","23.76","$3.03B","2013","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","79.94","$1.41B","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","43.37","$10.87B","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssnc",
"SSLJ","SSLJ.com Limited","0.27","$11.88M","2018","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/sslj",
"SSRM","SSR Mining Inc.","12.41","$1.49B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ssrm",
"STAA","STAAR Surgical Company","27.81","$1.23B","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","1.7351","$8.7M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/staf",
"STMP","Stamps.com Inc.","147.97","$2.68B","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/stmp",
"STND","Standard AVB Financial Corp.","30.25","$145.49M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stnd",
"SBLK","Star Bulk Carriers Corp.","9.35","$861.4M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblk",
"SBLKZ","Star Bulk Carriers Corp.","24.73","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblkz",
"SBUX","Starbucks Corporation","61.53","$76.33B","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sbux",
"STFC","State Auto Financial Corporation","33.62","$1.45B","1991","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/stfc",
"GASS","StealthGas, Inc.","2.79","$111.21M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gass",
"STCN","Steel Connect, Inc.","1.7","$103.04M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/stcn",
"STLD","Steel Dynamics, Inc.","29.96","$6.88B","1996","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/stld",
"SMRT","Stein Mart, Inc.","1.15","$55.02M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/smrt",
"SBOT","Stellar Biotechnologies, Inc.","1.0101","$5.38M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbot",
"STML","Stemline Therapeutics, Inc.","9.37","$297.97M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stml",
"SRCL","Stericycle, Inc.","37.17","$3.37B","1996","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/srcl",
"SBT","Sterling Bancorp, Inc.","7.24","$383.81M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sbt",
"STRL","Sterling Construction Company Inc","11.2","$303.17M","n/a","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","30.05","$2.63B","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","8.48","$73.59M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ssfn",
"SFIX","Stitch Fix, Inc.","17.1","$1.7B","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/sfix",
"SYBT","Stock Yards Bancorp, Inc.","33.11","$753.1M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sybt",
"BANX","StoneCastle Financial Corp","19.777","$129.5M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banx",
"STNE","StoneCo Ltd.","18.56","$5.14B","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/stne",
"SSKN","Strata Skin Sciences, Inc.","2.72","$81.45M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","17.96","$966.43M","1994","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ssys",
"STRA","Strategic Education, Inc.","109.15","$2.37B","1996","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/stra",
"HNDL","Strategy Shares Nasdaq 7HANDL Index ETF","22.2111","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hndl",
"STRT","Strattec Security Corporation","30.8","$115.14M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","24.02","$196.11M","n/a","Consumer Services","Homebuilding","https://www.nasdaq.com/symbol/strs",
"STRM","Streamline Health Solutions, Inc.","0.9397","$18.91M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","4.42","$231.73M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbbp",
"SUMR","Summer Infant, Inc.","1.05","$19.74M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","19.52","$243.49M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","11.67","$70.8M","2006","n/a","n/a","https://www.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","1.34","$22.05M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/smmt",
"WISA","Summit Wireless Technologies, Inc.","3.29","$50.56M","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/wisa",
"SNHY","Sun Hydraulics Corporation","32.23","$1.03B","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/snhy",
"SNDE","Sundance Energy Australia Limited","2.495","$17.13M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snde",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.4221","$15.8M","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","3.89","$339.16M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","5.04","$711.07M","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","9.78","$1.09B","2015","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/run",
"SUNW","Sunworks, Inc.","0.28","$7.31M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/sunw",
"SPCB","SuperCom, Ltd.","1.43","$21.39M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.44","$4.71M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/scon",
"SGC","Superior Group of Companies, Inc.","17.77","$271.4M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","32.8","$1.71B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","2.46","$46.53M","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/sprt",
"SURF","Surface Oncology, Inc.","4.54","$125.68M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","9.93","$485.49M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","45.03","$607.19M","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","9.2","$210.2M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",
"SIVB","SVB Financial Group","189.64","$10.1B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sivb",
"SVMK","SVMK Inc.","11.72","$1.47B","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/svmk",
"SYKE","Sykes Enterprises, Incorporated","24.67","$1.06B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","18.58","$11.87B","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","1.55","$60.45M","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","15.5","$137.5M","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","35.02","$1.21B","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","6.2","$263.34M","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","4.26","$105.8M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","36.91","$3.81B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh",
"SGYP","Synergy Pharmaceuticals, Inc.","0.2797","$69.38M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","7.53","$191.62M","2015","n/a","n/a","https://www.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","81.11","$12.13B","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps",
"SES","Synthesis Energy Systems, Inc.","0.8","$8.82M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ses",
"THOR","Synthorx, Inc.","16.5","$498.8M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/thor",
"SYPR","Sypris Solutions, Inc.","0.98","$20.97M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","5.78","$194.52M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","88.81","$21.37B","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","3.33","$146.65M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","57.37","$1.17B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","43.12","$796.54M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","1.84","$10.36M","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait",
"TLC","Taiwan Liposome Company, Ltd.","5.9014","$189.01M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TTWO","Take-Two Interactive Software, Inc.","99.15","$11.29B","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","37.2","$1.12B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TNDM","Tandem Diabetes Care, Inc.","32.25","$1.85B","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","5.51","$50.44M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","1.77","$50.8M","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",
"TAOP","Taoping Inc.","1.27","$51.77M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",
"TEDU","Tarena International, Inc.","6.41","$342.69M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",
"TATT","TAT Technologies Ltd.","6.66","$59.11M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TAYD","Taylor Devices, Inc.","11.6681","$40.46M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd",
"CGBD","TCG BDC, Inc.","13.17","$824.03M","2017","n/a","n/a","https://www.nasdaq.com/symbol/cgbd",
"AMTD","TD Ameritrade Holding Corporation","48.22","$27.12B","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd",
"PETZ","TDH Holdings, Inc.","0.6","$5.65M","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"TECD","Tech Data Corporation","81.09","$3.03B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.7","$4.99M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","11.61","$325.1M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","7.96","$298.77M","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","3.78","$93.82M","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen",
"TNAV","Telenav, Inc.","4.11","$186.02M","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav",
"TLGT","Teligent, Inc.","1.3","$69.91M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","7.14","$1.72B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tell",
"TENB","Tenable Holdings, Inc.","20.55","$1.91B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",
"TENX","Tenax Therapeutics, Inc.","1.2","$3.62M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",
"TZAC","Tenzing Acquisition Corp.","9.86","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzac",
"TZACU","Tenzing Acquisition Corp.","10.05","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacu",
"TZACW","Tenzing Acquisition Corp.","0.289","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacw",
"TER","Teradyne, Inc.","29.6","$5.31B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ter",
"TERP","TerraForm Power, Inc.","10.97","$2.29B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/terp",
"TBNK","Territorial Bancorp Inc.","26.12","$252.15M","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk",
"TSRO","TESARO, Inc.","74.02","$4.08B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tsro",
"TSLA","Tesla, Inc. ","300.36","$51.58B","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","12.5","$105.66M","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","50.04","$2.77B","1991","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/ttek",
"TTPH","Tetraphase Pharmaceuticals, Inc.","1.27","$68.1M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","51.84","$2.6B","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.28","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","24.94","$149.64M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbip",
"TCBIW","Texas Capital Bancshares, Inc.","45.24","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbiw",
"TXN","Texas Instruments Incorporated","88.88","$85.37B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",
"TXRH","Texas Roadhouse, Inc.","58.08","$4.16B","2004","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/txrh",
"TFSL","TFS Financial Corporation","16.27","$4.56B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","4.21","$349M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",
"WTER","The Alkaline Water Company Inc.","2.68","$69.3M","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wter",
"ANDE","The Andersons, Inc.","30.9","$874.47M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","8.11","$457.78M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tbbk",
